Alamosa,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10/13/2016,10,13,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.87,5.14,6.48,6.52,6.30,6.23,6.25,6.46,6.31,5.92,3.47,0.36,0.00,0.00,0.00,0.00,0.00
10/14/2016,10,14,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.86,4.96,6.48,6.52,6.30,6.23,6.25,6.46,6.31,5.84,3.17,0.29,0.00,0.00,0.00,0.00,0.00
10/15/2016,10,15,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.86,4.68,6.48,6.52,6.55,6.45,6.25,6.46,6.29,5.77,3.17,0.29,0.00,0.00,0.00,0.00,0.00
10/16/2016,10,16,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.86,4.68,6.48,6.52,6.55,6.45,6.25,6.46,6.11,5.77,2.93,0.29,0.00,0.00,0.00,0.00,0.00
10/17/2016,10,17,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.86,4.68,6.48,6.52,6.55,6.45,6.25,6.46,6.33,5.77,2.93,0.20,0.00,0.00,0.00,0.00,0.00
10/18/2016,10,18,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.70,4.68,6.48,6.52,6.55,6.45,6.25,6.46,6.41,5.77,2.93,0.20,0.00,0.00,0.00,0.00,0.00
10/19/2016,10,19,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.70,4.68,6.79,6.52,6.55,6.47,6.40,6.56,6.67,5.95,2.93,0.20,0.00,0.00,0.00,0.00,0.00
10/20/2016,10,20,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.63,4.53,6.79,6.52,6.55,6.47,6.40,6.56,6.67,5.95,2.57,0.16,0.00,0.00,0.00,0.00,0.00
10/21/2016,10,21,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.55,4.53,6.79,6.51,6.55,6.47,6.40,6.56,6.67,5.95,2.57,0.16,0.00,0.00,0.00,0.00,0.00
10/22/2016,10,22,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.55,4.46,6.79,6.51,6.32,6.47,6.40,6.56,6.67,5.95,2.57,0.16,0.00,0.00,0.00,0.00,0.00
10/23/2016,10,23,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.55,4.46,6.79,6.51,6.32,6.47,6.40,6.56,6.67,5.95,2.57,0.16,0.00,0.00,0.00,0.00,0.00
10/24/2016,10,24,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.55,4.46,6.79,6.51,6.49,6.47,6.40,6.56,6.67,5.95,2.57,0.16,0.00,0.00,0.00,0.00,0.00
10/25/2016,10,25,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.55,4.46,6.79,6.33,6.18,6.47,6.40,6.56,6.67,5.95,2.57,0.14,0.00,0.00,0.00,0.00,0.00
10/26/2016,10,26,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.55,4.46,6.20,6.33,6.18,6.05,6.04,6.22,6.26,5.60,2.39,0.14,0.00,0.00,0.00,0.00,0.00
10/27/2016,10,27,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.44,3.97,6.20,6.33,6.18,6.00,6.04,6.19,6.17,5.42,2.16,0.13,0.00,0.00,0.00,0.00,0.00
10/28/2016,10,28,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.44,3.97,6.20,6.33,6.18,6.00,6.04,6.19,6.17,5.42,2.16,0.13,0.00,0.00,0.00,0.00,0.00
10/29/2016,10,29,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.44,3.97,6.12,6.32,6.03,5.76,5.80,5.86,5.99,5.07,1.85,0.11,0.00,0.00,0.00,0.00,0.00
10/30/2016,10,30,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.41,3.96,6.08,6.29,6.07,6.03,5.80,5.86,5.99,5.07,1.69,0.11,0.00,0.00,0.00,0.00,0.00
10/31/2016,10,31,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.29,3.59,5.98,6.25,6.07,6.03,5.80,5.86,5.99,5.07,1.55,0.10,0.00,0.00,0.00,0.00,0.00
11/1/2016,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.27,3.59,5.98,6.25,6.07,6.03,5.79,5.86,6.17,5.07,1.55,0.10,0.00,0.00,0.00,0.00,0.00
11/2/2016,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.27,3.59,5.98,6.25,6.07,6.03,5.79,6.09,6.17,5.07,1.55,0.10,0.00,0.00,0.00,0.00,0.00
11/3/2016,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.27,3.59,5.98,6.25,6.07,6.03,5.79,6.09,6.17,5.07,1.46,0.10,0.00,0.00,0.00,0.00,0.00
11/4/2016,11,4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,3.52,5.98,6.25,6.07,6.03,5.79,6.09,6.17,5.07,1.32,0.09,0.00,0.00,0.00,0.00,0.00
11/5/2016,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,3.49,5.98,6.25,6.07,6.03,5.79,6.09,6.17,5.07,1.32,0.09,0.00,0.00,0.00,0.00,0.00
11/6/2016,11,6,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.22,3.43,5.91,6.05,6.38,5.62,5.69,6.09,6.17,5.07,1.32,0.09,0.00,0.00,0.00,0.00,0.00
11/7/2016,11,7,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.21,3.39,5.91,6.10,6.38,5.62,5.69,6.09,6.17,5.07,1.32,0.09,0.00,0.00,0.00,0.00,0.00
11/8/2016,11,8,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.21,3.39,5.87,6.10,6.38,5.62,5.69,6.09,6.15,5.03,1.32,0.09,0.00,0.00,0.00,0.00,0.00
11/9/2016,11,9,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.21,3.39,5.87,6.10,6.38,5.62,5.69,6.01,6.13,4.82,1.23,0.09,0.00,0.00,0.00,0.00,0.00
11/10/2016,11,10,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.17,3.17,5.87,6.10,6.38,5.62,5.69,6.01,6.13,4.63,1.20,0.09,0.00,0.00,0.00,0.00,0.00
11/11/2016,11,11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.17,3.17,5.87,6.10,6.38,5.62,5.69,6.01,6.13,4.63,1.03,0.08,0.00,0.00,0.00,0.00,0.00
11/12/2016,11,12,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.16,2.90,5.87,6.10,6.38,5.56,5.64,5.93,5.95,4.63,1.03,0.08,0.00,0.00,0.00,0.00,0.00
11/13/2016,11,13,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.16,2.90,5.87,6.10,5.81,5.56,5.64,5.93,5.95,4.63,1.03,0.08,0.00,0.00,0.00,0.00,0.00
11/14/2016,11,14,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.13,2.86,5.75,6.02,5.73,5.42,5.45,5.73,5.79,4.49,0.96,0.08,0.00,0.00,0.00,0.00,0.00
11/15/2016,11,15,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.12,2.69,5.72,6.02,5.73,5.42,5.45,5.73,5.74,4.49,0.96,0.08,0.00,0.00,0.00,0.00,0.00
11/16/2016,11,16,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.12,2.65,5.66,5.93,5.61,5.34,5.36,5.65,5.68,4.34,0.89,0.06,0.00,0.00,0.00,0.00,0.00
11/17/2016,11,17,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.11,2.53,5.66,5.93,5.61,5.33,5.36,5.65,5.68,4.31,0.84,0.06,0.00,0.00,0.00,0.00,0.00
11/18/2016,11,18,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.11,2.51,5.66,5.90,5.54,5.28,5.35,5.61,5.67,4.28,0.82,0.06,0.00,0.00,0.00,0.00,0.00
11/19/2016,11,19,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,2.35,5.48,5.86,5.54,5.26,5.30,5.59,5.64,4.23,0.80,0.06,0.00,0.00,0.00,0.00,0.00
11/20/2016,11,20,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,2.35,5.47,5.86,5.54,5.26,5.29,5.59,5.63,4.07,0.71,0.06,0.00,0.00,0.00,0.00,0.00
11/21/2016,11,21,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,2.04,5.39,5.86,5.54,5.26,5.29,5.59,5.63,4.07,0.71,0.06,0.00,0.00,0.00,0.00,0.00
11/22/2016,11,22,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,2.04,5.39,5.86,5.54,5.26,5.29,5.55,5.54,4.06,0.71,0.06,0.00,0.00,0.00,0.00,0.00
11/23/2016,11,23,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,2.04,5.39,5.86,5.54,5.26,5.29,5.55,5.54,3.94,0.71,0.06,0.00,0.00,0.00,0.00,0.00
11/24/2016,11,24,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07,1.93,5.39,5.86,5.54,5.26,5.29,5.55,5.54,3.94,0.64,0.06,0.00,0.00,0.00,0.00,0.00
11/25/2016,11,25,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07,1.82,5.39,5.80,5.51,5.21,4.94,5.17,5.17,3.66,0.57,0.06,0.00,0.00,0.00,0.00,0.00
11/26/2016,11,26,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07,1.41,5.00,5.16,4.73,4.94,4.85,4.70,4.79,3.11,0.46,0.07,0.00,0.00,0.00,0.00,0.00
11/27/2016,11,27,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07,1.02,3.66,4.36,5.69,5.33,5.46,5.88,5.85,4.01,0.54,0.07,0.00,0.00,0.00,0.00,0.00
11/28/2016,11,28,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.50,2.39,4.36,5.69,5.33,5.46,5.88,5.85,4.01,0.54,0.07,0.00,0.00,0.00,0.00,0.00
11/29/2016,11,29,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.39,2.30,4.33,5.69,5.33,5.46,5.88,5.85,4.01,0.54,0.07,0.00,0.00,0.00,0.00,0.00
11/30/2016,11,30,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.39,2.30,4.33,5.69,5.33,5.46,5.88,5.85,4.01,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/1/2016,12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.39,2.30,4.33,5.69,5.33,5.46,5.88,5.85,4.01,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/2/2016,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.39,2.30,4.33,5.69,5.33,5.46,5.88,5.85,4.01,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/3/2016,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.39,2.30,4.33,5.69,5.33,5.46,5.88,5.85,4.01,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/4/2016,12,4,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.37,4.15,6.70,5.79,5.33,5.41,5.60,5.49,3.79,0.49,0.07,0.00,0.00,0.00,0.00,0.00
12/5/2016,12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.67,4.15,6.70,5.79,5.40,5.41,5.60,5.66,3.61,0.49,0.07,0.00,0.00,0.00,0.00,0.00
12/6/2016,12,6,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.67,4.15,6.70,5.79,5.40,5.41,5.60,5.66,3.73,0.49,0.07,0.00,0.00,0.00,0.00,0.00
12/7/2016,12,7,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.86,4.48,6.70,5.79,5.40,5.41,5.79,5.85,3.94,0.51,0.08,0.00,0.00,0.00,0.00,0.00
12/8/2016,12,8,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.86,4.48,6.70,5.79,5.40,5.41,5.79,5.85,3.94,0.51,0.08,0.00,0.00,0.00,0.00,0.00
12/9/2016,12,9,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.86,4.48,6.70,5.79,5.40,5.41,5.79,5.85,3.94,0.51,0.08,0.00,0.00,0.00,0.00,0.00
12/10/2016,12,10,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.86,4.48,6.70,5.79,5.40,5.41,5.79,5.85,3.94,0.51,0.08,0.00,0.00,0.00,0.00,0.00
12/11/2016,12,11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.86,4.48,5.71,5.52,5.40,5.32,5.79,5.85,4.01,0.52,0.08,0.00,0.00,0.00,0.00,0.00
12/12/2016,12,12,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.86,4.48,5.71,5.52,5.25,5.32,5.79,5.85,4.01,0.53,0.08,0.00,0.00,0.00,0.00,0.00
12/13/2016,12,13,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.86,4.57,5.91,5.80,5.29,5.32,5.79,5.85,4.01,0.55,0.08,0.00,0.00,0.00,0.00,0.00
12/14/2016,12,14,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.80,4.57,5.91,5.86,5.37,5.30,5.72,5.78,4.01,0.55,0.07,0.00,0.00,0.00,0.00,0.00
12/15/2016,12,15,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.80,4.57,5.91,5.86,5.37,5.30,5.72,5.78,4.01,0.55,0.07,0.00,0.00,0.00,0.00,0.00
12/16/2016,12,16,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.80,4.57,5.91,5.86,5.37,5.30,5.72,5.78,4.01,0.55,0.07,0.00,0.00,0.00,0.00,0.00
12/17/2016,12,17,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.76,4.57,5.91,5.86,5.37,5.30,5.72,5.78,4.01,0.55,0.07,0.00,0.00,0.00,0.00,0.00
12/18/2016,12,18,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.76,4.57,5.91,5.86,5.37,5.30,5.72,5.78,3.99,0.55,0.07,0.00,0.00,0.00,0.00,0.00
12/19/2016,12,19,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.76,4.57,5.91,5.86,5.37,5.30,5.65,5.70,3.92,0.55,0.07,0.00,0.00,0.00,0.00,0.00
12/20/2016,12,20,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.68,4.41,5.88,5.86,5.37,5.24,5.65,5.70,3.92,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/21/2016,12,21,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.68,4.41,5.88,5.72,5.23,5.24,5.60,5.65,3.84,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/22/2016,12,22,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.63,4.28,5.77,5.65,5.23,5.19,5.52,5.54,3.84,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/23/2016,12,23,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.50,4.18,5.71,5.63,5.22,5.17,5.51,5.50,3.77,0.54,0.07,0.00,0.00,0.00,0.00,0.00
12/24/2016,12,24,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.45,3.87,5.66,5.69,5.21,5.17,5.51,5.50,3.95,0.62,0.07,0.00,0.00,0.00,0.00,0.00
12/25/2016,12,25,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.45,3.89,5.66,5.69,5.20,5.12,5.51,5.50,3.95,0.62,0.07,0.00,0.00,0.00,0.00,0.00
12/26/2016,12,26,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.45,3.89,5.66,5.69,5.20,5.12,5.51,5.50,3.95,0.63,0.06,0.00,0.00,0.00,0.00,0.00
12/27/2016,12,27,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.45,3.89,5.66,5.69,5.20,5.12,5.51,5.50,3.95,0.64,0.06,0.00,0.00,0.00,0.00,0.00
12/28/2016,12,28,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.45,3.89,5.66,5.69,5.20,5.12,5.51,5.50,3.95,0.66,0.06,0.00,0.00,0.00,0.00,0.00
12/29/2016,12,29,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.45,3.89,5.66,5.69,5.20,5.12,5.51,5.50,3.95,0.66,0.06,0.00,0.00,0.00,0.00,0.00
12/30/2016,12,30,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.45,3.89,5.66,5.69,5.20,5.12,5.46,5.47,3.95,0.67,0.06,0.00,0.00,0.00,0.00,0.00
12/31/2016,12,31,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,5.40,5.59,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/1/2016,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,5.40,5.59,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/2/2016,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/3/2016,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/4/2016,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/5/2016,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/6/2016,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/7/2016,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/8/2016,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/9/2016,1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/10/2016,1,10,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/11/2016,1,11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/12/2016,1,12,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/13/2016,1,13,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/14/2016,1,14,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/15/2016,1,15,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
1/16/2016,1,16,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.41,3.89,5.66,5.64,5.10,4.85,4,1,4.24,0.78,0.06,0.00,0.00,0.00,0.00,0.00
