Blanca,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
7/9/2016,7,9,0.00,0.00,0.00,0.00,0.00,0.00,2.85,15.60,24.48,28.02,28.81,29.07,29.48,28.21,30.06,26.53,23.05,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/10/2016,7,10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,15.60,24.06,27.13,27.25,28.82,29.48,28.21,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/11/2016,7,11,0.00,0.00,0.00,0.00,0.00,0.00,1.62,14.51,23.05,26.22,27.20,26.00,29.48,27.48,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/12/2016,7,12,0.00,0.00,0.00,0.00,0.00,0.00,1.62,14.06,22.85,25.25,26.41,26.00,29.48,27.48,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/13/2016,7,13,0.00,0.00,0.00,0.00,0.00,0.00,1.62,14.06,22.85,25.36,26.41,26.00,29.48,27.48,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/14/2016,7,14,0.00,0.00,0.00,0.00,0.00,0.00,1.62,15.59,23.38,25.41,26.43,26.96,29.48,27.48,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/15/2016,7,15,0.00,0.00,0.00,0.00,0.00,0.00,1.62,15.59,25.58,25.41,26.43,26.96,29.48,28.70,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/16/2016,7,16,0.00,0.00,0.00,0.00,0.00,0.00,1.62,15.59,25.58,25.41,26.43,26.96,29.48,28.70,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/17/2016,7,17,0.00,0.00,0.00,0.00,0.00,0.00,1.62,15.59,25.58,25.41,26.43,26.96,29.48,28.70,30.06,26.53,22.52,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/18/2016,7,18,0.00,0.00,0.00,0.00,0.00,0.00,1.58,15.59,26.00,28.38,29.17,29.36,29.40,29.74,29.57,29.20,28.86,22.36,19.76,0.00,0.00,0.00,0.00,0.00
7/19/2016,7,19,0.00,0.00,0.00,0.00,0.00,0.00,1.58,15.59,26.00,28.38,29.17,29.36,29.40,29.74,29.57,29.20,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/20/2016,7,20,0.00,0.00,0.00,0.00,0.00,0.00,1.58,15.59,26.00,28.38,29.17,29.36,29.40,29.74,29.57,29.20,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/21/2016,7,21,0.00,0.00,0.00,0.00,0.00,0.00,1.24,14.80,26.00,28.38,29.17,29.36,29.40,29.74,29.57,29.20,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/22/2016,7,22,0.00,0.00,0.00,0.00,0.00,0.00,1.24,14.80,26.00,28.38,29.17,29.36,29.40,29.74,29.57,29.20,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/23/2016,7,23,0.00,0.00,0.00,0.00,0.00,0.00,1.24,14.80,26.00,28.38,29.17,29.36,29.40,29.74,29.57,29.20,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/24/2016,7,24,0.00,0.00,0.00,0.00,0.00,0.00,1.48,14.81,26.00,28.38,29.17,29.36,29.40,29.74,29.57,29.20,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/25/2016,7,25,0.00,0.00,0.00,0.00,0.00,0.00,1.48,14.81,25.42,27.77,28.48,28.73,28.65,28.62,28.33,27.74,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/26/2016,7,26,0.00,0.00,0.00,0.00,0.00,0.00,1.48,14.81,25.30,27.35,28.38,28.72,28.65,28.47,28.29,27.62,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/27/2016,7,27,0.00,0.00,0.00,0.00,0.00,0.00,1.48,14.81,25.30,27.35,28.38,28.72,28.65,28.47,28.29,27.62,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/28/2016,7,28,0.00,0.00,0.00,0.00,0.00,0.00,1.48,14.81,25.09,27.35,28.08,28.50,28.53,28.47,28.29,27.38,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/29/2016,7,29,0.00,0.00,0.00,0.00,0.00,0.00,1.48,14.81,25.09,27.35,28.08,28.50,28.53,28.47,28.29,27.38,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/30/2016,7,30,0.00,0.00,0.00,0.00,0.00,0.00,1.48,14.81,25.09,27.50,28.22,28.70,28.53,28.47,28.29,27.38,28.86,27.65,19.76,0.00,0.00,0.00,0.00,0.00
7/31/2016,7,31,0.00,0.00,0.00,0.00,0.00,0.00,1.22,14.58,27.11,29.22,29.57,29.53,30.11,30.20,28.29,27.38,28.10,25.22,19.76,0.00,0.00,0.00,0.00,0.00
8/1/2016,8,1,0.00,0.00,0.00,0.00,0.00,0.00,1.22,14.58,27.11,29.22,29.57,29.53,30.11,30.20,28.29,27.38,28.10,25.22,19.83,0.00,0.00,0.00,0.00,0.00
8/2/2016,8,2,0.00,0.00,0.00,0.00,0.00,0.00,1.22,14.58,27.11,29.22,29.57,29.53,30.11,30.20,27.50,27.15,28.10,25.22,19.83,0.00,0.00,0.00,0.00,0.00
8/3/2016,8,3,0.00,0.00,0.00,0.00,0.00,0.00,1.22,14.58,27.11,29.22,29.57,29.53,30.11,30.20,27.50,27.15,28.10,25.22,19.83,0.00,0.00,0.00,0.00,0.00
8/4/2016,8,4,0.00,0.00,0.00,0.00,0.00,0.00,1.22,14.58,27.11,29.22,29.57,29.53,30.11,30.20,27.94,27.71,28.10,25.22,19.83,0.00,0.00,0.00,0.00,0.00
8/5/2016,8,5,0.00,0.00,0.00,0.00,0.00,0.00,1.22,14.58,27.11,29.22,29.57,29.53,30.11,30.20,27.94,27.71,28.10,25.22,19.83,0.00,0.00,0.00,0.00,0.00
8/6/2016,8,6,0.00,0.00,0.00,0.00,0.00,0.00,1.22,14.58,27.11,29.22,29.57,29.53,30.11,30.20,27.94,27.71,28.10,25.22,19.83,0.00,0.00,0.00,0.00,0.00
8/7/2016,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.50,12.86,26.11,28.14,28.85,29.05,28.81,28.80,27.94,27.71,26.84,23.99,19.83,0.00,0.00,0.00,0.00,0.00
8/8/2016,8,8,0.00,0.00,0.00,0.00,0.00,0.00,0.50,12.86,25.90,28.14,28.85,29.05,28.81,28.80,27.94,27.71,26.84,23.99,19.83,0.00,0.00,0.00,0.00,0.00
8/9/2016,8,9,0.00,0.00,0.00,0.00,0.00,0.00,0.50,12.86,25.90,28.14,28.85,29.05,28.81,28.80,27.94,27.71,26.84,23.99,19.83,0.00,0.00,0.00,0.00,0.00
8/10/2016,8,10,0.00,0.00,0.00,0.00,0.00,0.00,0.46,8.59,22.73,27.91,28.04,29.05,29.05,28.80,27.94,27.71,26.84,23.99,19.83,0.00,0.00,0.00,0.00,0.00
8/11/2016,8,11,0.00,0.00,0.00,0.00,0.00,0.00,0.46,10.73,25.04,27.91,28.70,29.30,29.05,28.80,27.94,27.71,26.84,22.97,14.05,0.00,0.00,0.00,0.00,0.00
8/12/2016,8,12,0.00,0.00,0.00,0.00,0.00,0.00,0.46,10.73,25.04,27.74,29.60,29.79,30.12,30.26,29.91,29.24,22.14,22.97,14.05,0.00,0.00,0.00,0.00,0.00
8/13/2016,8,13,0.00,0.00,0.00,0.00,0.00,0.00,0.39,10.73,25.04,27.74,29.60,29.79,30.12,30.26,29.91,29.24,22.14,22.97,14.05,0.00,0.00,0.00,0.00,0.00
8/14/2016,8,14,0.00,0.00,0.00,0.00,0.00,0.00,0.39,10.73,25.04,28.44,29.60,29.79,30.12,30.26,29.91,29.24,22.14,22.97,14.24,0.00,0.00,0.00,0.00,0.00
8/15/2016,8,15,0.00,0.00,0.00,0.00,0.00,0.00,0.62,12.29,25.38,28.44,29.60,29.79,30.12,30.26,29.91,29.24,27.35,24.43,14.24,0.00,0.00,0.00,0.00,0.00
8/16/2016,8,16,0.00,0.00,0.00,0.00,0.00,0.00,0.62,12.29,25.38,28.44,29.60,29.79,30.12,30.26,29.91,29.24,27.35,24.43,14.24,0.00,0.00,0.00,0.00,0.00
8/17/2016,8,17,0.00,0.00,0.00,0.00,0.00,0.00,0.62,12.29,25.38,28.44,29.60,29.79,30.12,30.26,29.91,29.24,27.35,24.43,14.24,0.00,0.00,0.00,0.00,0.00
8/18/2016,8,18,0.00,0.00,0.00,0.00,0.00,0.00,0.62,12.29,25.38,28.44,29.60,29.79,30.12,30.26,29.91,29.24,27.35,24.43,14.24,0.00,0.00,0.00,0.00,0.00
8/19/2016,8,19,0.00,0.00,0.00,0.00,0.00,0.00,0.62,12.29,25.38,28.44,29.01,29.29,28.93,25.77,25.56,24.72,27.35,24.43,14.24,0.00,0.00,0.00,0.00,0.00
8/20/2016,8,20,0.00,0.00,0.00,0.00,0.00,0.00,0.62,12.29,25.38,28.44,29.01,29.29,29.27,29.12,25.56,24.72,27.35,24.43,14.24,0.00,0.00,0.00,0.00,0.00
8/21/2016,8,21,0.00,0.00,0.00,0.00,0.00,0.00,0.62,12.29,25.38,27.86,28.78,29.15,29.27,29.12,27.61,26.32,27.35,24.43,11.46,0.00,0.00,0.00,0.00,0.00
8/22/2016,8,22,0.00,0.00,0.00,0.00,0.00,0.00,0.60,12.16,24.81,27.53,28.59,28.96,29.27,29.12,27.61,26.32,23.82,24.43,11.46,0.00,0.00,0.00,0.00,0.00
8/23/2016,8,23,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11.93,24.81,27.53,28.59,28.96,29.27,29.12,27.61,26.32,23.82,24.43,11.46,0.00,0.00,0.00,0.00,0.00
8/24/2016,8,24,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11.93,24.81,27.53,28.59,28.96,29.27,29.13,29.18,29.35,28.09,25.03,13.65,0.00,0.00,0.00,0.00,0.00
8/25/2016,8,25,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11.93,24.81,27.53,28.59,28.96,29.27,29.13,29.18,29.35,28.09,25.03,13.65,0.00,0.00,0.00,0.00,0.00
8/26/2016,8,26,0.00,0.00,0.00,0.00,0.00,0.00,0.50,11.93,24.81,27.53,28.59,28.96,29.27,29.13,29.18,29.35,28.09,25.03,13.65,0.00,0.00,0.00,0.00,0.00
8/27/2016,8,27,0.00,0.00,0.00,0.00,0.00,0.00,0.41,9.65,23.21,26.76,27.92,28.05,28.52,29.13,29.18,29.35,28.09,25.03,13.65,0.00,0.00,0.00,0.00,0.00
8/28/2016,8,28,0.00,0.00,0.00,0.00,0.00,0.00,0.41,9.63,22.71,26.50,27.92,27.87,28.54,29.13,29.18,29.35,28.09,25.03,13.65,0.00,0.00,0.00,0.00,0.00
8/29/2016,8,29,0.00,0.00,0.00,0.00,0.00,0.00,0.41,8.14,22.71,26.79,28.04,28.63,28.81,29.13,29.18,29.35,28.09,25.03,13.65,0.00,0.00,0.00,0.00,0.00
8/30/2016,8,30,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.14,22.71,26.79,28.04,28.63,28.81,29.13,29.18,29.35,28.09,25.03,13.65,0.00,0.00,0.00,0.00,0.00
8/31/2016,8,31,0.00,0.00,0.00,0.00,0.00,0.00,0.26,8.14,22.71,26.79,28.04,28.63,28.81,28.40,28.51,28.11,26.60,24.26,13.51,0.00,0.00,0.00,0.00,0.00
9/1/2016,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.26,8.14,22.71,26.79,28.04,28.63,28.81,28.40,28.51,28.11,26.60,24.26,13.51,0.00,0.00,0.00,0.00,0.00
9/2/2016,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.26,8.14,22.71,27.33,28.35,28.78,29.03,28.97,28.51,28.11,26.60,24.26,13.51,0.00,0.00,0.00,0.00,0.00
9/3/2016,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.26,8.14,22.71,27.33,28.35,28.78,29.03,29.04,28.57,28.11,26.60,24.06,9.71,0.00,0.00,0.00,0.00,0.00
9/4/2016,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.26,7.84,22.48,27.33,28.35,28.78,29.03,29.04,28.57,28.11,26.60,24.06,9.71,0.00,0.00,0.00,0.00,0.00
9/5/2016,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.39,7.84,22.48,27.33,28.35,28.78,29.03,29.04,28.57,28.24,26.60,24.06,9.71,0.00,0.00,0.00,0.00,0.00
9/6/2016,9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.39,6.86,22.48,27.33,28.35,28.78,29.03,29.04,28.60,28.24,26.49,23.26,8.55,0.00,0.00,0.00,0.00,0.00
9/7/2016,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.39,6.86,22.48,27.33,28.35,28.78,29.03,29.04,28.60,28.24,26.31,22.45,7.86,0.00,0.00,0.00,0.00,0.00
9/8/2016,9,8,0.00,0.00,0.00,0.00,0.00,0.00,0.39,6.86,22.48,27.33,28.35,28.78,29.03,29.04,28.60,28.24,27.42,23.21,7.86,0.00,0.00,0.00,0.00,0.00
9/9/2016,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.39,6.86,22.48,27.03,28.21,28.76,28.94,29.04,28.60,28.24,27.42,23.21,7.86,0.00,0.00,0.00,0.00,0.00
9/10/2016,9,10,0.00,0.00,0.00,0.00,0.00,0.00,0.39,6.86,22.48,27.03,28.21,28.67,28.84,28.63,28.60,28.24,27.42,23.21,7.86,0.00,0.00,0.00,0.00,0.00
9/11/2016,9,11,0.00,0.00,0.00,0.00,0.00,0.00,0.39,6.86,22.10,27.03,28.21,28.67,28.84,28.63,28.60,28.24,27.42,23.21,7.86,0.00,0.00,0.00,0.00,0.00
9/12/2016,9,12,0.00,0.00,0.00,0.00,0.00,0.00,0.33,6.86,22.10,26.51,27.59,28.67,28.84,28.63,28.60,28.24,27.42,23.21,7.86,0.00,0.00,0.00,0.00,0.00
9/13/2016,9,13,0.00,0.00,0.00,0.00,0.00,0.00,0.33,6.17,22.10,26.51,27.96,28.67,28.69,28.63,28.54,28.24,27.42,23.21,7.86,0.00,0.00,0.00,0.00,0.00
9/14/2016,9,14,0.00,0.00,0.00,0.00,0.00,0.00,0.33,6.17,22.10,26.31,27.96,28.67,28.69,28.63,28.34,28.24,27.42,23.21,7.59,0.00,0.00,0.00,0.00,0.00
9/15/2016,9,15,0.00,0.00,0.00,0.00,0.00,0.00,0.31,4.37,20.50,24.85,26.62,27.51,28.18,28.43,28.26,27.42,26.42,23.21,7.44,0.00,0.00,0.00,0.00,0.00
9/16/2016,9,16,0.00,0.00,0.00,0.00,0.00,0.00,0.32,4.37,20.50,24.85,24.71,22.27,27.60,27.14,23.86,24.25,26.59,23.21,7.44,0.00,0.00,0.00,0.00,0.00
9/17/2016,9,17,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.75,7.98,17.37,18.62,22.27,27.60,27.14,18.19,25.20,26.59,23.21,7.44,0.00,0.00,0.00,0.00,0.00
9/18/2016,9,18,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.52,19.10,27.56,28.88,29.63,27.60,28.74,23.31,25.20,26.59,20.96,7.44,0.00,0.00,0.00,0.00,0.00
9/19/2016,9,19,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.52,19.10,27.56,28.88,29.63,27.60,28.74,25.18,25.20,26.59,20.96,7.13,0.00,0.00,0.00,0.00,0.00
9/20/2016,9,20,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.67,19.10,27.56,28.88,29.63,27.60,29.52,29.42,26.87,26.59,20.96,7.13,0.00,0.00,0.00,0.00,0.00
9/21/2016,9,21,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.67,19.10,27.95,29.57,30.04,30.14,30.19,29.92,29.48,28.14,22.23,5.29,0.00,0.00,0.00,0.00,0.00
9/22/2016,9,22,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.67,19.10,27.95,29.57,30.04,30.14,30.19,29.92,29.48,28.14,22.23,5.29,0.00,0.00,0.00,0.00,0.00
9/23/2016,9,23,0.00,0.00,0.00,0.00,0.00,0.00,0.29,4.70,20.96,27.95,29.57,30.04,30.14,30.19,29.92,29.48,28.14,22.23,5.38,0.00,0.00,0.00,0.00,0.00
9/24/2016,9,24,0.00,0.00,0.00,0.00,0.00,0.00,0.29,4.70,20.96,27.95,29.57,30.04,30.19,30.71,30.73,29.48,29.04,22.34,5.38,0.00,0.00,0.00,0.00,0.00
9/25/2016,9,25,0.00,0.00,0.00,0.00,0.00,0.00,0.29,4.70,20.96,28.77,30.08,30.51,30.72,30.71,30.73,29.68,29.04,22.34,5.38,0.00,0.00,0.00,0.00,0.00
9/26/2016,9,26,0.00,0.00,0.00,0.00,0.00,0.00,0.29,4.70,20.96,28.77,30.08,30.69,31.00,30.71,30.73,29.71,29.04,22.34,5.38,0.00,0.00,0.00,0.00,0.00
9/27/2016,9,27,0.00,0.00,0.00,0.00,0.00,0.00,0.29,5.66,23.56,29.61,30.56,31.10,31.00,30.71,30.73,29.71,29.04,22.34,5.38,0.00,0.00,0.00,0.00,0.00
9/28/2016,9,28,0.00,0.00,0.00,0.00,0.00,0.00,0.29,5.66,23.56,29.61,30.56,31.10,31.00,30.71,30.73,29.71,29.04,22.34,5.38,0.00,0.00,0.00,0.00,0.00
9/29/2016,9,29,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.66,23.56,29.61,30.56,31.21,31.17,31.05,30.73,30.10,29.04,22.34,5.15,0.00,0.00,0.00,0.00,0.00
9/30/2016,9,30,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.66,23.56,29.61,30.56,31.21,31.17,31.05,30.73,30.18,29.04,22.34,5.15,0.00,0.00,0.00,0.00,0.00
10/1/2016,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.66,23.56,29.61,30.56,31.21,31.17,31.05,30.61,30.18,28.70,21.81,4.81,0.00,0.00,0.00,0.00,0.00
10/2/2016,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.66,23.56,29.61,30.56,31.21,31.17,31.05,30.61,30.18,28.70,21.81,4.53,0.00,0.00,0.00,0.00,0.00
10/3/2016,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.66,23.56,29.61,30.56,31.21,31.17,31.05,30.61,30.18,28.70,21.81,4.34,0.00,0.00,0.00,0.00,0.00
10/4/2016,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.33,5.01,22.62,29.15,30.53,31.21,31.17,31.05,30.61,30.18,28.70,20.78,3.78,0.00,0.00,0.00,0.00,0.00
10/5/2016,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.33,4.82,22.24,29.15,30.53,31.21,31.17,31.05,30.80,30.18,28.70,20.78,3.78,0.00,0.00,0.00,0.00,0.00
10/6/2016,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.38,4.82,22.24,28.96,30.33,31.04,31.14,31.05,30.80,30.18,28.70,19.41,2.88,0.00,0.00,0.00,0.00,0.00
10/7/2016,10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.38,4.61,22.17,28.62,30.33,31.04,31.14,31.05,30.80,29.62,28.33,19.41,2.88,0.00,0.00,0.00,0.00,0.00
10/8/2016,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.38,4.53,21.82,28.62,30.33,31.04,31.14,31.05,30.80,29.62,28.33,19.03,2.88,0.00,0.00,0.00,0.00,0.00
10/9/2016,10,9,0.00,0.00,0.00,0.00,0.00,0.00,0.38,4.39,21.82,28.62,30.33,31.04,31.14,31.05,30.80,29.62,28.33,18.37,2.48,0.00,0.00,0.00,0.00,0.00
10/10/2016,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.38,4.12,21.16,28.62,30.33,31.04,31.14,30.97,30.80,29.62,28.33,17.17,1.95,0.00,0.00,0.00,0.00,0.00
10/11/2016,10,11,0.00,0.00,0.00,0.00,0.00,0.00,0.38,3.74,21.16,28.62,30.33,31.04,31.14,31.05,30.80,29.62,27.67,17.17,1.95,0.00,0.00,0.00,0.00,0.00
