Hooper,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
7/9/2016,7,9,0.00,0.00,0.00,0.00,0.00,0.00,4.44,24.33,38.19,43.71,44.94,45.34,45.99,43.61,46.89,41.38,35.96,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/10/2016,7,10,0.00,0.00,0.00,0.00,0.00,0.00,3.12,24.33,37.54,42.32,42.50,44.96,45.99,43.61,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/11/2016,7,11,0.00,0.00,0.00,0.00,0.00,0.00,2.53,22.64,35.95,40.91,42.43,40.56,45.99,42.49,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/12/2016,7,12,0.00,0.00,0.00,0.00,0.00,0.00,2.53,21.93,35.64,39.38,41.20,40.56,45.99,42.49,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/13/2016,7,13,0.00,0.00,0.00,0.00,0.00,0.00,2.53,21.93,35.64,39.56,41.20,40.56,45.99,42.49,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/14/2016,7,14,0.00,0.00,0.00,0.00,0.00,0.00,2.53,24.33,36.47,39.64,41.23,42.05,45.99,42.49,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/15/2016,7,15,0.00,0.00,0.00,0.00,0.00,0.00,2.53,24.33,39.90,39.64,41.23,42.05,45.99,44.38,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/16/2016,7,16,0.00,0.00,0.00,0.00,0.00,0.00,2.53,24.33,39.90,39.64,41.23,42.05,45.99,44.38,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/17/2016,7,17,0.00,0.00,0.00,0.00,0.00,0.00,2.53,24.33,39.90,39.64,41.23,42.05,45.99,44.38,46.89,41.38,35.12,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/18/2016,7,18,0.00,0.00,0.00,0.00,0.00,0.00,2.47,24.33,40.55,44.27,45.51,45.79,45.86,45.98,46.13,45.55,45.02,34.89,30.83,0.00,0.00,0.00,0.00,0.00
7/19/2016,7,19,0.00,0.00,0.00,0.00,0.00,0.00,2.47,24.33,40.55,44.27,45.51,45.79,45.86,45.98,46.13,45.55,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/20/2016,7,20,0.00,0.00,0.00,0.00,0.00,0.00,2.47,24.33,40.55,44.27,45.51,45.79,45.86,45.98,46.13,45.55,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/21/2016,7,21,0.00,0.00,0.00,0.00,0.00,0.00,1.94,23.10,40.55,44.27,45.51,45.79,45.86,45.98,46.13,45.55,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/22/2016,7,22,0.00,0.00,0.00,0.00,0.00,0.00,1.94,23.10,40.55,44.27,45.51,45.79,45.86,45.98,46.13,45.55,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/23/2016,7,23,0.00,0.00,0.00,0.00,0.00,0.00,1.94,23.10,40.55,44.27,45.51,45.79,45.86,45.98,46.13,45.55,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/24/2016,7,24,0.00,0.00,0.00,0.00,0.00,0.00,2.31,23.10,40.55,44.27,45.51,45.79,45.86,45.98,46.13,45.55,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/25/2016,7,25,0.00,0.00,0.00,0.00,0.00,0.00,2.31,23.10,39.66,43.32,44.43,44.83,44.70,44.25,44.20,43.27,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/26/2016,7,26,0.00,0.00,0.00,0.00,0.00,0.00,2.31,23.10,39.47,42.67,44.28,44.80,44.70,44.02,44.14,43.08,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/27/2016,7,27,0.00,0.00,0.00,0.00,0.00,0.00,2.31,23.10,39.47,42.67,44.28,44.80,44.70,44.02,44.14,43.08,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/28/2016,7,28,0.00,0.00,0.00,0.00,0.00,0.00,2.31,23.10,39.15,42.67,43.80,44.46,44.51,44.02,44.14,42.71,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/29/2016,7,29,0.00,0.00,0.00,0.00,0.00,0.00,2.31,23.10,39.15,42.67,43.80,44.46,44.51,44.02,44.14,42.71,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/30/2016,7,30,0.00,0.00,0.00,0.00,0.00,0.00,2.31,23.10,39.15,42.89,44.02,44.78,44.51,44.02,44.14,42.71,45.02,43.13,30.83,0.00,0.00,0.00,0.00,0.00
7/31/2016,7,31,0.00,0.00,0.00,0.00,0.00,0.00,1.90,22.75,42.29,45.59,46.13,46.07,46.97,46.70,44.14,42.71,43.84,39.34,30.83,0.00,0.00,0.00,0.00,0.00
8/1/2016,8,1,0.00,0.00,0.00,0.00,0.00,0.00,1.90,22.75,42.29,45.59,46.13,46.07,46.97,46.70,44.14,42.71,43.84,39.34,30.94,0.00,0.00,0.00,0.00,0.00
8/2/2016,8,2,0.00,0.00,0.00,0.00,0.00,0.00,1.90,22.75,42.29,45.59,46.13,46.07,46.97,46.70,42.90,42.35,43.84,39.34,30.94,0.00,0.00,0.00,0.00,0.00
8/3/2016,8,3,0.00,0.00,0.00,0.00,0.00,0.00,1.90,22.75,42.29,45.59,46.13,46.07,46.97,46.70,42.90,42.35,43.84,39.34,30.94,0.00,0.00,0.00,0.00,0.00
8/4/2016,8,4,0.00,0.00,0.00,0.00,0.00,0.00,1.90,22.75,42.29,45.59,46.13,46.07,46.97,46.70,43.59,43.23,43.84,39.34,30.94,0.00,0.00,0.00,0.00,0.00
8/5/2016,8,5,0.00,0.00,0.00,0.00,0.00,0.00,1.90,22.75,42.29,45.59,46.13,46.07,46.97,46.70,43.59,43.23,43.84,39.34,30.94,0.00,0.00,0.00,0.00,0.00
8/6/2016,8,6,0.00,0.00,0.00,0.00,0.00,0.00,1.90,22.75,42.29,45.59,46.13,46.07,46.97,46.70,43.59,43.23,43.84,39.34,30.94,0.00,0.00,0.00,0.00,0.00
8/7/2016,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.78,20.07,40.73,43.90,45.01,45.32,44.95,44.52,43.59,43.23,41.87,37.42,30.94,0.00,0.00,0.00,0.00,0.00
8/8/2016,8,8,0.00,0.00,0.00,0.00,0.00,0.00,0.78,20.07,40.40,43.90,45.01,45.32,44.95,44.52,43.59,43.23,41.87,37.42,30.94,0.00,0.00,0.00,0.00,0.00
8/9/2016,8,9,0.00,0.00,0.00,0.00,0.00,0.00,0.78,20.07,40.40,43.90,45.01,45.32,44.95,44.52,43.59,43.23,41.87,37.42,30.94,0.00,0.00,0.00,0.00,0.00
8/10/2016,8,10,0.00,0.00,0.00,0.00,0.00,0.00,0.72,13.40,35.46,43.54,43.74,45.32,45.32,44.52,43.59,43.23,41.87,37.42,30.94,0.00,0.00,0.00,0.00,0.00
8/11/2016,8,11,0.00,0.00,0.00,0.00,0.00,0.00,0.72,16.74,39.06,43.54,44.78,45.71,45.32,44.52,43.59,43.23,41.87,35.84,21.92,0.00,0.00,0.00,0.00,0.00
8/12/2016,8,12,0.00,0.00,0.00,0.00,0.00,0.00,0.72,16.74,39.06,43.27,46.18,46.47,46.99,46.78,46.66,45.61,34.54,35.84,21.92,0.00,0.00,0.00,0.00,0.00
8/13/2016,8,13,0.00,0.00,0.00,0.00,0.00,0.00,0.60,16.74,39.06,43.27,46.18,46.47,46.99,46.78,46.66,45.61,34.54,35.84,21.92,0.00,0.00,0.00,0.00,0.00
8/14/2016,8,14,0.00,0.00,0.00,0.00,0.00,0.00,0.60,16.74,39.06,44.36,46.18,46.47,46.99,46.78,46.66,45.61,34.54,35.84,22.22,0.00,0.00,0.00,0.00,0.00
8/15/2016,8,15,0.00,0.00,0.00,0.00,0.00,0.00,0.97,19.17,39.59,44.36,46.18,46.47,46.99,46.78,46.66,45.61,42.67,38.11,22.22,0.00,0.00,0.00,0.00,0.00
8/16/2016,8,16,0.00,0.00,0.00,0.00,0.00,0.00,0.97,19.17,39.59,44.36,46.18,46.47,46.99,46.78,46.66,45.61,42.67,38.11,22.22,0.00,0.00,0.00,0.00,0.00
8/17/2016,8,17,0.00,0.00,0.00,0.00,0.00,0.00,0.97,19.17,39.59,44.36,46.18,46.47,46.99,46.78,46.66,45.61,42.67,38.11,22.22,0.00,0.00,0.00,0.00,0.00
8/18/2016,8,18,0.00,0.00,0.00,0.00,0.00,0.00,0.97,19.17,39.59,44.36,46.18,46.47,46.99,46.78,46.66,45.61,42.67,38.11,22.22,0.00,0.00,0.00,0.00,0.00
8/19/2016,8,19,0.00,0.00,0.00,0.00,0.00,0.00,0.97,19.17,39.59,44.36,45.25,45.70,45.13,39.84,39.87,38.57,42.67,38.11,22.22,0.00,0.00,0.00,0.00,0.00
8/20/2016,8,20,0.00,0.00,0.00,0.00,0.00,0.00,0.97,19.17,39.59,44.36,45.25,45.70,45.66,45.02,39.87,38.57,42.67,38.11,22.22,0.00,0.00,0.00,0.00,0.00
8/21/2016,8,21,0.00,0.00,0.00,0.00,0.00,0.00,0.97,19.17,39.59,43.47,44.89,45.48,45.66,45.02,43.07,41.05,42.67,38.11,17.88,0.00,0.00,0.00,0.00,0.00
8/22/2016,8,22,0.00,0.00,0.00,0.00,0.00,0.00,0.94,18.97,38.71,42.94,44.60,45.18,45.66,45.02,43.07,41.05,37.16,38.11,17.88,0.00,0.00,0.00,0.00,0.00
8/23/2016,8,23,0.00,0.00,0.00,0.00,0.00,0.00,0.79,18.61,38.71,42.94,44.60,45.18,45.66,45.02,43.07,41.05,37.16,38.11,17.88,0.00,0.00,0.00,0.00,0.00
8/24/2016,8,24,0.00,0.00,0.00,0.00,0.00,0.00,0.79,18.61,38.71,42.94,44.60,45.18,45.66,45.03,45.52,45.79,43.82,39.05,21.29,0.00,0.00,0.00,0.00,0.00
8/25/2016,8,25,0.00,0.00,0.00,0.00,0.00,0.00,0.79,18.61,38.71,42.94,44.60,45.18,45.66,45.03,45.52,45.79,43.82,39.05,21.29,0.00,0.00,0.00,0.00,0.00
8/26/2016,8,26,0.00,0.00,0.00,0.00,0.00,0.00,0.79,18.61,38.71,42.94,44.60,45.18,45.66,45.03,45.52,45.79,43.82,39.05,21.29,0.00,0.00,0.00,0.00,0.00
8/27/2016,8,27,0.00,0.00,0.00,0.00,0.00,0.00,0.64,15.06,36.21,41.75,43.55,43.75,44.50,45.03,45.52,45.79,43.82,39.05,21.29,0.00,0.00,0.00,0.00,0.00
8/28/2016,8,28,0.00,0.00,0.00,0.00,0.00,0.00,0.64,15.02,35.43,41.33,43.55,43.47,44.52,45.03,45.52,45.79,43.82,39.05,21.29,0.00,0.00,0.00,0.00,0.00
8/29/2016,8,29,0.00,0.00,0.00,0.00,0.00,0.00,0.64,12.70,35.43,41.79,43.74,44.67,44.94,45.03,45.52,45.79,43.82,39.05,21.29,0.00,0.00,0.00,0.00,0.00
8/30/2016,8,30,0.00,0.00,0.00,0.00,0.00,0.00,0.51,12.70,35.43,41.79,43.74,44.67,44.94,45.03,45.52,45.79,43.82,39.05,21.29,0.00,0.00,0.00,0.00,0.00
8/31/2016,8,31,0.00,0.00,0.00,0.00,0.00,0.00,0.40,12.70,35.43,41.79,43.74,44.67,44.94,43.91,44.48,43.85,41.49,37.84,21.08,0.00,0.00,0.00,0.00,0.00
9/1/2016,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.40,12.70,35.43,41.79,43.74,44.67,44.94,43.91,44.48,43.85,41.49,37.84,21.08,0.00,0.00,0.00,0.00,0.00
9/2/2016,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.40,12.70,35.43,42.64,44.22,44.90,45.29,44.79,44.48,43.85,41.49,37.84,21.08,0.00,0.00,0.00,0.00,0.00
9/3/2016,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.40,12.70,35.43,42.64,44.22,44.90,45.29,44.90,44.57,43.85,41.49,37.54,15.15,0.00,0.00,0.00,0.00,0.00
9/4/2016,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.40,12.22,35.07,42.64,44.22,44.90,45.29,44.90,44.57,43.85,41.49,37.54,15.15,0.00,0.00,0.00,0.00,0.00
9/5/2016,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.61,12.22,35.07,42.64,44.22,44.90,45.29,44.90,44.57,44.05,41.49,37.54,15.15,0.00,0.00,0.00,0.00,0.00
9/6/2016,9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.61,10.70,35.07,42.64,44.22,44.90,45.29,44.90,44.61,44.05,41.33,36.28,13.34,0.00,0.00,0.00,0.00,0.00
9/7/2016,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.61,10.70,35.07,42.64,44.22,44.90,45.29,44.90,44.61,44.05,41.05,35.03,12.25,0.00,0.00,0.00,0.00,0.00
9/8/2016,9,8,0.00,0.00,0.00,0.00,0.00,0.00,0.61,10.70,35.07,42.64,44.22,44.90,45.29,44.90,44.61,44.05,42.78,36.21,12.25,0.00,0.00,0.00,0.00,0.00
9/9/2016,9,9,0.00,0.00,0.00,0.00,0.00,0.00,0.61,10.70,35.07,42.17,44.00,44.87,45.14,44.90,44.61,44.05,42.78,36.21,12.25,0.00,0.00,0.00,0.00,0.00
9/10/2016,9,10,0.00,0.00,0.00,0.00,0.00,0.00,0.61,10.70,35.07,42.17,44.00,44.73,44.99,44.26,44.61,44.05,42.78,36.21,12.25,0.00,0.00,0.00,0.00,0.00
9/11/2016,9,11,0.00,0.00,0.00,0.00,0.00,0.00,0.61,10.70,34.48,42.17,44.00,44.73,44.99,44.26,44.61,44.05,42.78,36.21,12.25,0.00,0.00,0.00,0.00,0.00
9/12/2016,9,12,0.00,0.00,0.00,0.00,0.00,0.00,0.52,10.70,34.48,41.36,43.04,44.73,44.99,44.26,44.61,44.05,42.78,36.21,12.25,0.00,0.00,0.00,0.00,0.00
9/13/2016,9,13,0.00,0.00,0.00,0.00,0.00,0.00,0.52,9.62,34.48,41.36,43.62,44.73,44.76,44.26,44.53,44.05,42.78,36.21,12.25,0.00,0.00,0.00,0.00,0.00
9/14/2016,9,14,0.00,0.00,0.00,0.00,0.00,0.00,0.52,9.62,34.48,41.04,43.62,44.73,44.76,44.26,44.21,44.05,42.78,36.21,11.85,0.00,0.00,0.00,0.00,0.00
9/15/2016,9,15,0.00,0.00,0.00,0.00,0.00,0.00,0.48,6.82,31.98,38.77,41.53,42.92,43.95,43.95,44.08,42.78,41.22,36.21,11.61,0.00,0.00,0.00,0.00,0.00
9/16/2016,9,16,0.00,0.00,0.00,0.00,0.00,0.00,0.50,6.82,31.98,38.77,38.54,34.75,43.05,41.96,37.22,37.83,41.48,36.21,11.61,0.00,0.00,0.00,0.00,0.00
9/17/2016,9,17,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2.73,12.44,27.09,29.05,34.75,43.05,41.96,28.38,39.31,41.48,36.21,11.61,0.00,0.00,0.00,0.00,0.00
9/18/2016,9,18,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2.37,29.80,42.99,45.05,46.22,43.05,44.43,36.36,39.31,41.48,32.69,11.61,0.00,0.00,0.00,0.00,0.00
9/19/2016,9,19,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2.37,29.80,42.99,45.05,46.22,43.05,44.43,39.29,39.31,41.48,32.69,11.12,0.00,0.00,0.00,0.00,0.00
9/20/2016,9,20,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2.60,29.80,42.99,45.05,46.22,43.05,45.64,45.89,41.92,41.48,32.69,11.12,0.00,0.00,0.00,0.00,0.00
9/21/2016,9,21,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2.60,29.80,43.60,46.13,46.86,47.02,46.68,46.68,45.98,43.90,34.68,8.26,0.00,0.00,0.00,0.00,0.00
9/22/2016,9,22,0.00,0.00,0.00,0.00,0.00,0.00,0.50,2.60,29.80,43.60,46.13,46.86,47.02,46.68,46.68,45.98,43.90,34.68,8.26,0.00,0.00,0.00,0.00,0.00
9/23/2016,9,23,0.00,0.00,0.00,0.00,0.00,0.00,0.45,7.33,32.69,43.60,46.13,46.86,47.02,46.68,46.68,45.98,43.90,34.68,8.39,0.00,0.00,0.00,0.00,0.00
9/24/2016,9,24,0.00,0.00,0.00,0.00,0.00,0.00,0.45,7.33,32.69,43.60,46.13,46.86,47.10,47.48,47.94,45.98,45.30,34.85,8.39,0.00,0.00,0.00,0.00,0.00
9/25/2016,9,25,0.00,0.00,0.00,0.00,0.00,0.00,0.45,7.33,32.69,44.89,46.93,47.59,47.92,47.48,47.94,46.30,45.30,34.85,8.39,0.00,0.00,0.00,0.00,0.00
9/26/2016,9,26,0.00,0.00,0.00,0.00,0.00,0.00,0.45,7.33,32.69,44.89,46.93,47.87,48.35,47.48,47.94,46.35,45.30,34.85,8.39,0.00,0.00,0.00,0.00,0.00
9/27/2016,9,27,0.00,0.00,0.00,0.00,0.00,0.00,0.45,8.83,36.76,46.20,47.67,48.52,48.35,47.48,47.94,46.35,45.30,34.85,8.39,0.00,0.00,0.00,0.00,0.00
9/28/2016,9,28,0.00,0.00,0.00,0.00,0.00,0.00,0.45,8.83,36.76,46.20,47.67,48.52,48.35,47.48,47.94,46.35,45.30,34.85,8.39,0.00,0.00,0.00,0.00,0.00
9/29/2016,9,29,0.00,0.00,0.00,0.00,0.00,0.00,0.51,8.83,36.76,46.20,47.67,48.69,48.63,48.00,47.94,46.95,45.30,34.85,8.03,0.00,0.00,0.00,0.00,0.00
9/30/2016,9,30,0.00,0.00,0.00,0.00,0.00,0.00,0.51,8.83,36.76,46.20,47.67,48.69,48.63,48.00,47.94,47.09,45.30,34.85,8.03,0.00,0.00,0.00,0.00,0.00
10/1/2016,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.51,8.83,36.76,46.20,47.67,48.69,48.63,48.00,47.76,47.09,44.77,34.02,7.50,0.00,0.00,0.00,0.00,0.00
10/2/2016,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.51,8.83,36.76,46.20,47.67,48.69,48.63,48.00,47.76,47.09,44.77,34.02,7.07,0.00,0.00,0.00,0.00,0.00
10/3/2016,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.51,8.83,36.76,46.20,47.67,48.69,48.63,48.00,47.76,47.09,44.77,34.02,6.77,0.00,0.00,0.00,0.00,0.00
10/4/2016,10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.51,7.81,35.29,45.47,47.63,48.69,48.63,48.00,47.76,47.09,44.77,32.42,5.90,0.00,0.00,0.00,0.00,0.00
10/5/2016,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.51,7.52,34.69,45.47,47.63,48.69,48.63,48.01,48.05,47.09,44.77,32.42,5.90,0.00,0.00,0.00,0.00,0.00
10/6/2016,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.59,7.52,34.69,45.17,47.32,48.43,48.57,48.01,48.05,47.09,44.77,30.28,4.50,0.00,0.00,0.00,0.00,0.00
10/7/2016,10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.59,7.19,34.59,44.65,47.32,48.43,48.57,48.01,48.05,46.21,44.19,30.28,4.50,0.00,0.00,0.00,0.00,0.00
10/8/2016,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.59,7.07,34.03,44.65,47.32,48.43,48.57,48.01,48.05,46.21,44.19,29.68,4.50,0.00,0.00,0.00,0.00,0.00
10/9/2016,10,9,0.00,0.00,0.00,0.00,0.00,0.00,0.59,6.84,34.03,44.65,47.32,48.43,48.57,48.01,48.05,46.21,44.19,28.65,3.88,0.00,0.00,0.00,0.00,0.00
10/10/2016,10,10,0.00,0.00,0.00,0.00,0.00,0.00,0.59,6.43,33.00,44.65,47.32,48.43,48.57,47.88,48.05,46.21,44.19,26.79,3.04,0.00,0.00,0.00,0.00,0.00
10/11/2016,10,11,0.00,0.00,0.00,0.00,0.00,0.00,0.59,5.83,33.00,44.65,47.32,48.43,48.57,48.01,48.05,46.21,43.16,26.79,3.04,0.00,0.00,0.00,0.00,0.00
