SandHills,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10/13/2016,10,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,12.01,16.59,16.84,16.63,16.49,16.55,16.40,16.22,15.22,8.45,0.61,0.00,0.00,0.00,0.00,0.00
10/14/2016,10,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,11.85,16.42,16.60,16.53,16.41,16.55,16.40,16.22,15.22,7.91,0.49,0.00,0.00,0.00,0.00,0.00
10/15/2016,10,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,11.85,16.42,16.60,16.53,16.41,16.55,16.40,16.22,15.22,7.91,0.49,0.00,0.00,0.00,0.00,0.00
10/16/2016,10,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,11.85,16.42,16.60,16.53,16.41,16.55,16.40,15.81,15.22,7.75,0.49,0.00,0.00,0.00,0.00,0.00
10/17/2016,10,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,11.85,16.42,16.43,16.53,16.41,16.55,16.40,16.96,15.74,7.75,0.30,0.00,0.00,0.00,0.00,0.00
10/18/2016,10,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,11.85,16.42,16.43,16.53,16.41,16.55,16.44,16.96,15.74,7.75,0.30,0.00,0.00,0.00,0.00,0.00
10/19/2016,10,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,11.45,16.58,16.43,16.53,17.19,17.08,16.91,16.96,15.74,7.75,0.30,0.00,0.00,0.00,0.00,0.00
10/20/2016,10,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,10.80,16.58,16.39,16.49,17.19,17.08,16.91,16.96,15.74,6.79,0.15,0.00,0.00,0.00,0.00,0.00
10/21/2016,10,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,10.80,16.58,16.39,16.49,17.19,17.08,16.91,16.96,15.74,6.79,0.15,0.00,0.00,0.00,0.00,0.00
10/22/2016,10,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,10.80,16.58,16.39,16.37,17.19,17.08,16.91,16.96,15.74,6.79,0.15,0.00,0.00,0.00,0.00,0.00
10/23/2016,10,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,10.80,16.58,16.39,16.36,17.19,17.08,16.91,16.96,15.74,6.79,0.15,0.00,0.00,0.00,0.00,0.00
10/24/2016,10,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,10.80,16.58,16.39,16.79,17.19,17.08,16.91,16.74,15.48,6.68,0.11,0.00,0.00,0.00,0.00,0.00
10/25/2016,10,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,10.80,16.58,16.12,16.19,17.19,17.08,16.91,16.74,15.48,6.68,0.11,0.00,0.00,0.00,0.00,0.00
10/26/2016,10,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,10.80,15.53,16.12,16.19,16.10,16.08,16.12,15.84,14.67,6.24,0.07,0.00,0.00,0.00,0.00,0.00
10/27/2016,10,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,10.59,15.53,16.12,16.19,16.08,16.08,16.12,15.60,14.34,5.68,0.02,0.00,0.00,0.00,0.00,0.00
10/28/2016,10,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,10.59,15.53,16.12,16.19,16.08,16.08,15.87,15.60,14.34,5.68,0.02,0.00,0.00,0.00,0.00,0.00
10/29/2016,10,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,10.59,15.27,16.12,16.03,16.12,16.15,15.76,15.56,14.26,5.54,0.00,0.00,0.00,0.00,0.00,0.00
10/30/2016,10,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,10.49,15.30,16.19,16.25,16.45,16.15,15.70,15.56,14.22,5.29,0.00,0.00,0.00,0.00,0.00,0.00
10/31/2016,10,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,9.63,15.30,16.19,16.25,16.45,16.15,15.47,15.56,14.00,4.54,0.00,0.00,0.00,0.00,0.00,0.00
11/1/2016,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,9.63,15.30,16.19,16.25,16.45,16.15,15.89,16.01,14.33,4.30,0.00,0.00,0.00,0.00,0.00,0.00
11/2/2016,11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,9.63,15.30,16.19,16.25,16.45,16.19,15.89,16.01,14.34,4.30,0.00,0.00,0.00,0.00,0.00,0.00
11/3/2016,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,9.63,15.30,16.19,16.25,16.45,16.19,15.89,16.01,14.34,4.30,0.00,0.00,0.00,0.00,0.00,0.00
11/4/2016,11,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,9.63,15.30,16.19,16.25,16.45,16.19,15.89,16.01,14.34,3.77,0.00,0.00,0.00,0.00,0.00,0.00
11/5/2016,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,9.63,15.30,16.19,16.25,16.45,16.19,15.89,16.01,14.34,3.77,0.00,0.00,0.00,0.00,0.00,0.00
11/6/2016,11,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,9.29,15.16,16.19,16.86,15.91,16.19,15.89,16.01,14.34,3.77,0.00,0.00,0.00,0.00,0.00,0.00
11/7/2016,11,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,9.29,15.17,16.19,16.86,15.91,16.19,15.89,16.01,14.34,3.77,0.00,0.00,0.00,0.00,0.00,0.00
11/8/2016,11,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,9.29,15.17,16.19,16.86,15.77,16.19,15.85,15.94,14.34,3.75,0.00,0.00,0.00,0.00,0.00,0.00
11/9/2016,11,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,9.29,15.17,15.89,16.86,15.77,15.71,15.85,15.94,13.77,3.53,0.00,0.00,0.00,0.00,0.00,0.00
11/10/2016,11,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,8.56,15.17,15.89,16.86,15.77,15.71,15.85,15.94,13.22,3.52,0.00,0.00,0.00,0.00,0.00,0.00
11/11/2016,11,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,8.56,15.17,15.89,16.86,15.68,15.71,15.85,15.94,13.22,2.78,0.00,0.00,0.00,0.00,0.00,0.00
11/12/2016,11,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,7.95,15.17,15.89,16.86,15.68,15.62,15.71,15.25,13.22,2.78,0.00,0.00,0.00,0.00,0.00,0.00
11/13/2016,11,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,7.95,15.17,15.89,15.79,15.68,15.62,15.71,15.25,13.22,2.78,0.00,0.00,0.00,0.00,0.00,0.00
11/14/2016,11,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,7.71,14.91,15.66,15.47,15.11,15.06,15.12,15.04,12.77,2.49,0.00,0.00,0.00,0.00,0.00,0.00
11/15/2016,11,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,7.39,14.67,15.66,15.47,15.11,15.06,15.12,14.80,12.77,2.49,0.00,0.00,0.00,0.00,0.00,0.00
11/16/2016,11,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,7.39,14.60,15.27,15.22,14.95,15.00,15.04,14.80,12.56,2.45,0.00,0.00,0.00,0.00,0.00,0.00
11/17/2016,11,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,7.14,14.60,15.27,15.22,14.91,15.00,15.04,14.80,12.55,2.29,0.00,0.00,0.00,0.00,0.00,0.00
11/18/2016,11,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,7.14,14.60,15.28,15.22,15.02,15.00,15.04,14.80,12.55,2.29,0.00,0.00,0.00,0.00,0.00,0.00
11/19/2016,11,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.69,14.20,15.28,15.22,15.16,14.99,15.04,14.72,12.43,2.27,0.00,0.00,0.00,0.00,0.00,0.00
11/20/2016,11,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,14.20,15.28,15.22,15.16,14.99,15.04,14.72,12.08,1.82,0.00,0.00,0.00,0.00,0.00,0.00
11/21/2016,11,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.04,13.76,15.28,15.14,15.16,14.99,15.04,14.72,12.08,1.82,0.00,0.00,0.00,0.00,0.00,0.00
11/22/2016,11,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.04,13.76,15.28,15.14,15.16,14.99,14.90,14.59,12.04,1.78,0.00,0.00,0.00,0.00,0.00,0.00
11/23/2016,11,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.04,13.76,15.28,15.14,15.16,14.99,14.90,14.59,11.53,1.78,0.00,0.00,0.00,0.00,0.00,0.00
11/24/2016,11,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.77,13.76,15.28,15.14,15.16,14.99,14.90,14.59,11.53,1.78,0.00,0.00,0.00,0.00,0.00,0.00
11/25/2016,11,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.48,13.67,15.10,15.09,15.16,14.97,14.90,14.59,11.40,1.72,0.00,0.00,0.00,0.00,0.00,0.00
11/26/2016,11,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.91,12.38,13.24,12.94,14.00,13.61,12.92,13.38,9.52,1.15,0.00,0.00,0.00,0.00,0.00,0.00
11/27/2016,11,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,9.95,12.10,16.08,15.90,16.21,16.32,15.99,11.09,1.45,0.00,0.00,0.00,0.00,0.00,0.00
11/28/2016,11,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,8.17,12.10,16.08,15.90,16.21,16.32,15.99,11.09,1.45,0.00,0.00,0.00,0.00,0.00,0.00
11/29/2016,11,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,8.17,11.95,16.08,15.90,16.21,16.32,15.99,11.09,1.45,0.00,0.00,0.00,0.00,0.00,0.00
11/30/2016,11,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,8.17,11.95,16.08,15.90,16.21,16.32,15.99,11.09,1.46,0.00,0.00,0.00,0.00,0.00,0.00
12/1/2016,12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,8.17,11.95,16.08,15.90,16.21,16.32,15.99,11.09,1.46,0.00,0.00,0.00,0.00,0.00,0.00
12/2/2016,12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,8.17,11.95,16.08,15.90,16.21,16.32,15.99,11.09,1.46,0.00,0.00,0.00,0.00,0.00,0.00
12/3/2016,12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02,8.17,11.95,16.08,15.90,16.21,16.32,15.99,11.09,1.46,0.00,0.00,0.00,0.00,0.00,0.00
12/4/2016,12,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,10.20,16.56,15.29,15.56,15.77,15.66,15.48,10.99,1.46,0.00,0.00,0.00,0.00,0.00,0.00
12/5/2016,12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,10.72,16.56,16.15,15.84,15.77,15.39,15.13,10.28,1.46,0.00,0.00,0.00,0.00,0.00,0.00
12/6/2016,12,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,11.82,16.56,16.58,16.33,16.20,16.07,15.75,11.03,1.46,0.00,0.00,0.00,0.00,0.00,0.00
12/7/2016,12,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,13.02,16.56,16.58,16.33,16.20,16.07,15.75,11.10,1.36,0.00,0.00,0.00,0.00,0.00,0.00
12/8/2016,12,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,13.02,16.56,16.58,16.33,16.20,16.07,15.75,11.10,1.36,0.00,0.00,0.00,0.00,0.00,0.00
12/9/2016,12,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,13.02,16.56,16.58,16.33,16.20,16.07,15.75,11.10,1.34,0.00,0.00,0.00,0.00,0.00,0.00
12/10/2016,12,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,13.02,16.56,16.58,16.33,16.20,16.07,15.75,11.21,1.34,0.00,0.00,0.00,0.00,0.00,0.00
12/11/2016,12,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,13.02,16.53,16.58,16.33,16.20,16.09,15.94,11.37,1.34,0.00,0.00,0.00,0.00,0.00,0.00
12/12/2016,12,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,13.02,16.53,16.58,16.33,16.20,16.09,15.94,11.37,1.34,0.00,0.00,0.00,0.00,0.00,0.00
12/13/2016,12,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,13.02,16.47,16.34,16.04,15.95,16.09,15.94,11.37,1.34,0.00,0.00,0.00,0.00,0.00,0.00
12/14/2016,12,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,12.67,16.30,16.21,16.04,15.95,16.09,15.94,11.37,1.30,0.00,0.00,0.00,0.00,0.00,0.00
12/15/2016,12,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,12.67,16.30,16.21,16.04,15.95,16.09,15.94,11.37,1.30,0.00,0.00,0.00,0.00,0.00,0.00
12/16/2016,12,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,12.67,16.30,16.21,16.04,15.95,16.09,15.94,11.37,1.32,0.00,0.00,0.00,0.00,0.00,0.00
12/17/2016,12,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,12.67,16.00,16.19,16.04,15.95,16.09,15.94,11.37,1.33,0.00,0.00,0.00,0.00,0.00,0.00
12/18/2016,12,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,12.43,15.93,16.19,15.98,15.95,15.73,15.44,11.28,1.33,0.00,0.00,0.00,0.00,0.00,0.00
12/19/2016,12,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,12.43,15.93,16.19,15.98,15.95,15.60,15.37,11.28,1.33,0.00,0.00,0.00,0.00,0.00,0.00
12/20/2016,12,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,11.66,15.40,16.19,15.98,15.65,15.60,15.37,11.28,1.33,0.00,0.00,0.00,0.00,0.00,0.00
12/21/2016,12,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,11.66,15.40,15.80,15.62,15.55,15.56,15.37,11.28,1.45,0.00,0.00,0.00,0.00,0.00,0.00
12/22/2016,12,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,11.66,15.40,15.62,15.62,15.55,15.56,15.37,11.28,1.45,0.00,0.00,0.00,0.00,0.00,0.00
12/23/2016,12,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,11.33,15.27,15.87,15.58,15.44,15.43,15.11,11.06,1.45,0.00,0.00,0.00,0.00,0.00,0.00
12/24/2016,12,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,10.70,15.25,15.87,15.58,15.44,15.43,15.11,11.30,1.71,0.00,0.00,0.00,0.00,0.00,0.00
12/25/2016,12,25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,10.70,15.25,15.87,15.45,15.35,15.43,15.11,11.30,1.71,0.00,0.00,0.00,0.00,0.00,0.00
12/26/2016,12,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,10.70,15.25,15.87,15.45,15.35,15.43,15.11,11.58,1.87,0.00,0.00,0.00,0.00,0.00,0.00
12/27/2016,12,27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,10.70,15.25,15.87,15.51,15.35,15.43,15.11,11.58,1.87,0.00,0.00,0.00,0.00,0.00,0.00
12/28/2016,12,28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,10.70,15.25,15.87,15.51,15.35,15.43,15.11,11.58,1.93,0.00,0.00,0.00,0.00,0.00,0.00
12/29/2016,12,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,10.70,15.25,15.87,15.51,15.35,15.43,15.11,11.58,1.93,0.00,0.00,0.00,0.00,0.00,0.00
12/30/2016,12,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.07,10.70,15.02,15.46,15.51,15.05,15.20,14.91,11.58,2.07,0.00,0.00,0.00,0.00,0.00,0.00
12/31/2016,12,31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15.20,15.23,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/1/2016,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15.20,15.23,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/2/2016,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/3/2016,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/4/2016,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/5/2016,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/6/2016,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/7/2016,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/8/2016,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/9/2016,1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/10/2016,1,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/11/2016,1,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/12/2016,1,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/13/2016,1,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/14/2016,1,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/15/2016,1,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/16/2016,1,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
